NC,3,0,3,0,1,0,0,0,0,-,-,-,7,15,1,4,LG,0,0,0,0,0,0,1,0,1,-,-,-,2,8,0,2,4
한화,0,0,0,0,0,1,0,0,2,-,-,-,3,11,1,3,넥센,4,0,0,0,0,0,0,0,-,-,-,-,4,6,0,3,1
두산,0,0,1,0,0,0,0,1,0,-,-,-,2,7,0,6,SK,1,0,0,0,0,0,0,0,0,-,-,-,1,6,0,6,1
한화,2,0,0,0,0,2,1,1,0,-,-,-,6,7,0,8,LG,0,0,0,1,0,1,1,0,0,-,-,-,3,11,3,0,1
롯데,0,3,1,0,0,1,1,0,0,-,-,-,6,10,0,3,넥센,2,0,1,0,4,0,2,1,-,-,-,-,10,13,1,4,1
NC,3,1,0,0,0,4,1,0,0,-,-,-,9,13,0,5,SK,0,0,0,0,2,0,0,0,0,-,-,-,2,7,1,4,1
kt,1,0,0,0,0,0,1,0,2,0,-,-,4,8,1,3,삼성,0,0,0,1,2,0,1,0,0,1,-,-,5,13,1,6,2
두산,0,0,0,0,0,0,0,1,0,-,-,-,1,2,1,6,KIA,0,0,0,0,0,1,0,1,-,-,-,-,2,5,0,6,1
롯데,0,0,0,1,0,0,0,0,1,-,-,-,2,8,0,0,LG,0,0,0,3,2,0,0,0,-,-,-,-,5,8,0,2,1
삼성,1,0,0,0,0,0,0,0,0,-,-,-,1,8,0,5,넥센,0,0,0,0,0,0,0,0,0,-,-,-,0,1,0,0,1
NC,1,1,0,0,0,1,0,0,0,-,-,-,3,6,1,2,SK,1,0,0,0,0,0,2,1,-,-,-,-,4,11,1,4,1
두산,1,2,0,0,1,0,3,0,0,2,-,-,9,15,3,7,KIA,4,0,1,1,0,0,0,0,1,0,-,-,7,9,1,7,2
한화,0,0,1,0,0,0,0,0,0,-,-,-,1,8,0,2,kt,0,0,1,0,0,3,0,0,-,-,-,-,4,5,0,5,1
KIA,0,0,0,0,0,0,0,0,0,-,-,-,0,6,0,1,두산,0,2,0,2,0,3,1,1,-,-,-,-,9,10,0,11,4
kt,0,0,0,0,1,1,0,0,1,-,-,-,3,11,2,3,롯데,0,0,0,2,0,0,0,4,-,-,-,-,6,6,0,5,1
삼성,0,2,0,1,0,0,3,0,0,-,-,-,6,9,0,11,KIA,0,0,0,2,2,0,0,0,0,-,-,-,4,8,4,3,1
kt,1,0,0,0,0,0,0,1,0,0,0,0,2,14,0,2,NC,0,0,0,0,0,0,1,0,1,0,0,0,2,9,2,1,5
LG,0,0,0,0,0,2,1,0,1,-,-,-,4,16,0,4,KIA,0,0,0,1,0,0,1,0,0,-,-,-,2,8,1,2,1
SK,0,0,0,0,3,0,0,0,0,0,1,-,4,12,1,7,넥센,1,0,0,0,0,0,2,0,0,0,2,-,5,8,1,8,2
넥센,0,0,1,0,0,1,0,1,0,0,-,-,3,5,0,3,두산,0,0,0,0,0,1,1,0,1,1,-,-,4,10,0,8,2
넥센,0,1,1,0,0,0,0,0,0,-,-,-,2,7,1,3,두산,1,1,0,0,1,0,0,0,-,-,-,-,3,6,0,6,1
두산,0,0,0,0,0,0,0,2,0,-,-,-,2,7,1,3,넥센,0,0,1,1,1,0,2,0,-,-,-,-,5,10,0,5,1
두산,0,2,0,0,0,0,2,1,6,-,-,-,11,18,1,1,넥센,0,2,0,3,3,1,0,0,0,-,-,-,9,13,2,5,2
두산,2,0,1,1,0,0,3,0,0,-,-,-,7,10,0,3,NC,0,0,0,0,0,0,0,0,0,-,-,-,0,3,1,2,6
두산,0,0,0,0,0,0,0,1,0,-,-,-,1,3,0,3,NC,0,0,0,0,0,0,0,2,-,-,-,-,2,6,0,3,1
NC,1,0,4,0,0,0,5,3,3,-,-,-,16,19,1,8,두산,0,2,0,0,0,0,0,0,0,-,-,-,2,3,1,5,4
NC,0,0,0,0,0,0,0,0,0,-,-,-,0,5,1,1,두산,0,0,0,0,0,3,1,3,-,-,-,-,7,13,1,4,6
두산,0,0,0,1,5,0,0,0,0,-,-,-,6,9,0,8,NC,1,1,0,0,1,1,0,0,0,-,-,-,4,10,0,3,1
두산,2,3,0,1,0,2,0,0,0,-,-,-,8,13,1,6,삼성,0,0,2,2,0,0,5,0,-,-,-,-,9,11,0,4,3
두산,0,0,0,0,4,0,1,1,0,-,-,-,6,9,2,5,삼성,0,0,0,0,0,0,0,0,1,-,-,-,1,6,0,2,1
삼성,1,0,0,0,0,0,0,0,0,-,-,-,1,8,1,2,두산,0,0,0,2,1,2,0,0,-,-,-,-,5,6,0,8,1
삼성,0,3,0,0,0,0,0,0,0,-,-,-,3,9,1,4,두산,2,0,0,1,1,0,0,0,-,-,-,-,4,9,1,2,1
삼성,0,0,0,1,0,0,1,0,0,-,-,-,2,9,0,2,두산,2,0,5,0,2,0,3,1,-,-,-,-,13,17,0,8,4
