한화,0,1,0,0,0,0,1,1,2,-,-,-,5,8,5,0,SK,2,0,0,2,0,2,1,0,-,-,-,-,7,10,0,4,1
KIA,0,0,0,0,2,1,0,0,0,-,-,-,3,5,3,2,롯데,0,0,0,0,0,0,3,3,-,-,-,-,6,11,0,5,1
kt,0,0,0,0,2,0,2,0,0,-,-,-,4,13,0,5,NC,0,0,1,0,0,0,1,0,0,-,-,-,2,6,0,2,1
삼성,0,0,9,0,4,2,8,0,2,-,-,-,25,24,0,9,두산,0,0,0,1,3,0,0,1,1,-,-,-,6,11,1,3,4
LG,0,3,0,0,1,0,0,0,0,-,-,-,4,7,2,1,넥센,1,3,0,0,3,0,2,0,-,-,-,-,9,14,1,11,1
한화,0,0,5,0,0,0,1,0,0,-,-,-,6,9,1,6,SK,4,0,1,0,0,1,0,0,1,-,-,-,7,8,2,6,1
KIA,3,0,0,3,0,0,1,1,1,-,-,-,9,12,0,10,롯데,2,1,1,0,0,0,1,0,0,-,-,-,5,11,2,6,1
kt,0,1,0,0,0,0,1,0,0,-,-,-,2,4,0,5,NC,0,0,0,0,0,2,1,1,-,-,-,-,4,10,2,2,1
삼성,0,2,0,0,0,2,2,0,0,-,-,-,6,9,1,4,두산,0,0,1,0,0,0,0,0,0,-,-,-,1,5,1,2,4
LG,2,0,0,0,0,1,0,1,0,-,-,-,4,10,0,9,넥센,0,1,0,1,1,0,0,0,0,-,-,-,3,8,1,0,1
한화,6,1,0,0,0,0,0,0,0,-,-,-,7,10,0,2,SK,0,0,0,0,1,0,0,0,0,-,-,-,1,4,3,7,4
KIA,0,0,1,1,0,0,0,0,0,-,-,-,2,9,0,2,롯데,0,0,0,0,2,1,1,0,-,-,-,-,4,8,1,3,1
kt,0,2,0,0,0,0,0,0,0,-,-,-,2,9,1,4,NC,2,0,1,0,0,0,0,2,-,-,-,-,5,8,0,5,1
SK,0,0,2,0,1,0,0,0,0,-,-,-,3,7,0,4,두산,0,1,0,1,2,0,0,0,-,-,-,-,4,6,0,10,1
NC,3,0,1,0,1,1,0,0,4,-,-,-,10,12,0,4,넥센,0,0,0,0,0,0,0,0,0,-,-,-,0,2,0,3,6
삼성,0,1,0,0,0,0,5,0,2,-,-,-,8,15,0,3,KIA,0,0,0,0,0,0,0,0,1,-,-,-,1,8,1,2,1
LG,5,4,1,1,3,2,0,4,0,-,-,-,20,21,1,6,롯데,0,0,2,3,0,0,0,7,0,-,-,-,12,16,3,5,1
한화,2,0,1,0,4,0,0,2,0,-,-,-,9,11,0,10,kt,2,0,0,0,0,0,0,3,0,-,-,-,5,11,1,2,1
SK,0,0,0,0,0,0,0,0,0,-,-,-,0,6,2,5,두산,4,0,0,0,0,0,3,2,-,-,-,-,9,9,0,4,6
NC,3,0,0,0,3,2,0,1,0,-,-,-,9,15,0,6,넥센,3,0,0,0,0,0,1,0,1,-,-,-,5,9,1,7,1
삼성,0,0,0,0,0,0,0,0,0,-,-,-,0,7,0,2,KIA,0,0,0,0,0,0,0,1,-,-,-,-,1,5,0,4,2
LG,0,0,1,1,0,1,0,7,1,-,-,-,11,17,1,2,롯데,0,0,7,5,0,2,2,3,-,-,-,-,19,21,2,4,4
한화,0,1,0,0,1,3,0,1,0,-,-,-,6,11,1,7,kt,1,0,0,0,0,0,0,0,0,-,-,-,1,9,0,1,1
SK,0,0,0,1,0,0,0,0,1,-,-,-,2,8,1,7,두산,0,1,0,0,3,3,0,0,-,-,-,-,7,11,1,3,1
NC,1,0,2,0,1,0,4,0,4,-,-,-,12,11,1,7,넥센,0,3,0,0,4,0,0,3,1,-,-,-,11,14,3,8,4
삼성,0,0,0,0,0,0,0,0,0,-,-,-,0,8,1,4,KIA,0,0,1,0,0,1,0,0,-,-,-,-,2,8,0,3,6
LG,0,0,0,0,1,0,1,0,1,-,-,-,3,10,1,5,롯데,2,2,1,1,2,2,0,0,-,-,-,-,10,15,0,2,4
한화,0,0,3,1,0,0,0,0,0,-,-,-,4,7,0,3,kt,0,2,0,0,7,2,0,2,-,-,-,-,13,14,0,11,4
kt,0,0,1,0,0,0,0,0,1,-,-,-,2,4,1,2,LG,2,0,0,0,0,2,1,0,-,-,-,-,5,10,0,1,1
롯데,0,0,2,0,0,1,3,4,0,-,-,-,10,12,2,9,SK,0,0,0,2,0,0,0,2,1,-,-,-,5,9,1,4,1
KIA,0,2,0,2,0,6,0,0,0,-,-,-,10,16,0,4,한화,0,1,0,0,0,1,0,0,1,-,-,-,3,7,1,9,4
넥센,0,0,0,0,0,0,0,0,0,-,-,-,0,7,1,0,삼성,1,0,0,0,1,0,0,2,-,-,-,-,4,10,1,7,6
두산,0,0,0,0,0,0,2,0,0,-,-,-,2,7,0,7,NC,2,5,0,5,0,1,0,0,-,-,-,-,13,13,0,6,4
kt,0,1,0,0,0,0,0,0,0,-,-,-,1,7,1,3,LG,0,0,4,0,1,1,1,1,-,-,-,-,8,12,1,4,1
롯데,0,0,0,0,0,0,0,0,0,-,-,-,0,6,1,3,SK,1,0,0,1,0,2,0,2,-,-,-,-,6,9,1,3,6
KIA,1,0,0,0,2,0,0,0,1,-,-,-,4,7,1,4,한화,0,0,0,1,3,0,3,1,-,-,-,-,8,12,2,7,3
넥센,4,0,2,1,2,2,2,0,0,-,-,-,13,17,0,3,삼성,0,2,0,0,1,0,0,1,0,-,-,-,4,11,0,4,4
두산,0,1,0,0,0,0,0,0,0,-,-,-,1,7,2,1,NC,3,0,0,0,0,4,0,0,-,-,-,-,7,12,1,5,1
kt,0,0,3,0,0,0,0,1,0,-,-,-,4,11,1,6,LG,0,0,0,0,0,0,0,0,0,-,-,-,0,3,1,2,6
롯데,0,0,0,1,0,0,0,2,0,-,-,-,3,10,1,4,SK,0,0,0,0,0,0,1,0,0,-,-,-,1,7,0,3,1
KIA,0,0,0,0,0,0,0,0,0,-,-,-,0,6,2,5,한화,0,1,1,0,0,1,0,0,-,-,-,-,3,3,0,7,6
넥센,1,1,0,0,3,7,1,0,0,-,-,-,13,16,1,8,삼성,0,1,3,1,1,0,0,0,0,-,-,-,6,8,0,7,1
두산,0,0,0,0,0,0,0,0,0,-,-,-,0,6,0,1,NC,0,1,0,1,1,0,2,0,-,-,-,-,5,10,0,4,6
삼성,0,1,1,0,1,0,0,1,0,-,-,-,4,9,0,3,LG,0,0,0,1,0,0,0,0,0,-,-,-,1,3,0,2,1
넥센,5,3,0,0,0,0,0,1,0,-,-,-,9,14,0,6,SK,0,0,0,2,0,0,0,0,0,-,-,-,2,5,0,2,1
NC,0,0,0,0,0,0,0,3,0,-,-,-,3,9,2,3,KIA,2,0,2,0,8,1,0,0,-,-,-,-,13,12,0,9,4
두산,2,0,0,0,0,0,2,4,2,-,-,-,10,13,1,5,kt,2,0,0,0,0,0,1,0,0,-,-,-,3,7,2,5,4
한화,0,0,0,0,1,0,0,0,0,-,-,-,1,3,0,2,롯데,2,0,1,0,0,0,2,4,-,-,-,-,9,11,0,7,4
삼성,0,0,0,0,1,0,1,2,0,-,-,-,4,9,0,4,LG,0,0,1,0,0,0,0,0,0,-,-,-,1,6,0,2,1
넥센,0,0,0,1,0,1,0,0,0,0,0,0,2,11,0,7,SK,0,0,0,1,1,0,0,0,0,0,0,0,2,8,0,3,5
NC,0,1,0,0,2,0,5,0,3,-,-,-,11,13,1,7,KIA,1,2,0,0,2,0,1,0,0,-,-,-,6,8,1,5,3
두산,0,0,0,0,1,0,4,2,0,-,-,-,7,9,0,9,kt,3,0,0,0,0,1,0,0,0,-,-,-,4,6,1,5,1
한화,0,1,0,0,0,0,0,3,0,-,-,-,4,6,4,1,롯데,0,0,0,2,0,0,0,0,1,-,-,-,3,8,1,4,1
삼성,0,2,0,4,0,0,0,3,0,-,-,-,9,9,1,6,LG,0,0,0,0,0,2,1,0,0,-,-,-,3,5,2,5,1
넥센,0,0,1,0,2,0,0,0,0,-,-,-,3,10,1,0,SK,0,0,1,0,0,0,0,0,1,-,-,-,2,10,0,3,1
NC,2,0,5,0,0,0,0,0,0,-,-,-,7,11,1,3,KIA,1,1,2,0,0,0,0,0,2,-,-,-,6,12,1,6,1
두산,0,3,0,0,2,2,0,0,3,-,-,-,10,17,0,2,kt,1,0,2,0,2,0,0,1,0,-,-,-,6,9,1,2,1
한화,0,1,0,0,0,0,0,2,0,-,-,-,3,6,0,5,롯데,0,1,1,1,1,2,1,1,-,-,-,-,8,16,0,4,1
